Ticker,Company Name,Sector,Industry,P/E Ratio,P/B Ratio,Debt-to-Equity Ratio,ROE,ROA
DHRUV.NS,Dhruv Consultancy Services Limited,Industrials,Engineering & Construction,30.706348,2.7827194,30.653,,
DHUNINV.NS,Dhunseri Investments Limited,Financial Services,Capital Markets,16.003983,0.49802527,10.96,,
DIACABS.NS,Diamond Power Infrastructure Limited,Industrials,Specialty Industrial Machinery,263.85965,,,,
DIAMINESQ.NS,Diamines and Chemicals Limited,Basic Materials,Chemicals,82.45484,2.9445221,2.721,0.03769,0.028870001
DIAMONDYD.NS,Prataap Snacks Limited,Consumer Defensive,Packaged Foods,66.5074,3.4568672,9.135,0.053489998,0.03081
DICIND.NS,DIC India Limited,Basic Materials,Specialty Chemicals,123.429825,1.6294404,1.035,-0.02572,0.00912
DIFFNKG.NS,,Industrials,Specialty Industrial Machinery,39.560974,4.7665925,18.027,,
DIGIDRIVE.NS,Digidrive Distributors Limited,Consumer Cyclical,Internet Retail,31.12925,0.78136736,0.04,,
DIGISPICE.NS,DiGiSPICE Technologies Limited,Technology,Information Technology Services,16.75138,2.8690386,10.546,,
DIGJAMLMTD.NS,Digjam Limited,Consumer Cyclical,Textile Manufacturing,,8.692249,320.96,,
DISHTV.NS,Dish TV India Limited,Communication Services,Entertainment,,,,,
DIVGIITTS.NS,Divgi TorqTransfer Systems Limited,Consumer Cyclical,Auto Parts,59.322273,3.2981133,0.269,,
DIVISLAB.NS,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,84.786934,11.327252,0.058,0.13912,0.09119
DIXON.NS,Dixon Technologies (India) Limited,Technology,Consumer Electronics,147.492,45.748222,30.83,0.36816,0.04616
DJML.NS,DJ Mediaprint & Logistics Limited,Industrials,Specialty Business Services,103.31867,16.843426,55.457,0.2157,0.12806
DLF.NS,DLF Limited,Real Estate,Real Estate - Development,58.06396,5.1943936,10.664,0.09224,0.01946
DLINKINDIA.NS,D-Link (India) Limited,Technology,Communication Equipment,20.025251,4.4801536,1.31,0.23786,0.11274
DMART.NS,Avenue Supermarts Limited,Consumer Defensive,Discount Stores,83.91246,11.177812,3.54,0.14303,0.10529
DMCC.NS,DMCC Speciality Chemicals Limited,Basic Materials,Chemicals,72.49056,4.491939,27.904,0.06361,0.03842
DNAMEDIA.NS,Diligent Media Corporation Limited,Communication Services,Publishing,0.47529814,,,,
DODLA.NS,Dodla Dairy Limited,Consumer Defensive,Food Distribution,34.326416,5.7861605,3.586,0.18499,0.11841
DOLATALGO.NS,Dolat Algotech Limited,Financial Services,Capital Markets,8.997159,2.8147984,10.605,,
DOLLAR.NS,Dollar Industries Limited,Consumer Cyclical,Apparel Manufacturing,30.496325,3.6138282,40.978,,
DOLPHIN.NS,Dolphin Offshore Enterprises (India) Limited,Energy,Oil & Gas Equipment & Services,99.10072,9.100068,0.437,,
DOMS.NS,DOMS Industries Limited,Industrials,Business Equipment & Supplies,82.600525,16.27704,21.377,,
DONEAR.NS,Donear Industries Limited,Consumer Cyclical,Textile Manufacturing,18.800982,3.8905838,165.023,,
DPABHUSHAN.NS,D. P. Abhushan Limited,Consumer Cyclical,Luxury Goods,40.30645,9.963652,58.737,0.30375,0.12694
DPWIRES.NS,D.P. Wires Limited,Industrials,Metal Fabrication,20.889929,2.4450915,0.473,,
DRCSYSTEMS.NS,DRC Systems India Limited,Technology,Information Technology Services,23.6281,7.9174743,1.57,,
DREAMFOLKS.NS,Dreamfolks Services Limited,Industrials,Airports & Air Services,30.363705,7.929255,19.151,0.30953,0.12663001
DREDGECORP.NS,Dredging Corporation of India Limited,Industrials,Engineering & Construction,,1.8715559,44.162,,
DRREDDY.NS,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,20.24985,3.6595013,15.694,0.19273001,0.104040004
DSSL.NS,Dynacons Systems & Solutions Limited,Technology,Information Technology Services,27.605152,9.044633,35.041,0.38939998,0.103870004
DTIL.NS,Dhunseri Tea & Industries Limited,Consumer Defensive,Packaged Foods,,0.534233,48.823,,
DUCON.NS,Ducon Infratechnologies Limited,Industrials,Specialty Industrial Machinery,18.5,1.6774611,85.608,,
DVL.NS,Dhunseri Ventures Limited,Financial Services,Capital Markets,7.2083917,0.42496803,12.719,,
DWARKESH.NS,Dwarikesh Sugar Industries Limited,Consumer Defensive,Confectioners,,1.4520453,29.803,-0.00141,0.01509
DYCL.NS,Dynamic Cables Limited,Industrials,Electrical Equipment & Parts,46.900146,7.002099,35.17,0.17729001,0.09807
DYNAMATECH.NS,Dynamatic Technologies Limited,Consumer Cyclical,Auto Parts,61.21872,8.409411,87.622,,
DYNPRO.NS,Dynemic Products Limited,Basic Materials,Specialty Chemicals,39.912876,2.3720486,50.035,0.05923,0.03708
E2E.NS,E2E Networks Limited,Technology,Software - Infrastructure,189.98776,11.744558,37.176,0.11418,0.07282
EASEMYTRIP.NS,Easy Trip Planners Limited,Consumer Cyclical,Travel Services,66.48,4.872472,3.117,,
ECLERX.NS,eClerx Services Limited,Technology,Information Technology Services,33.927296,8.338817,14.133,0.25861,0.15812
ECOSMOBLTY.NS,,Industrials,Rental & Leasing Services,27.519531,9.530251,16.778,,
EDELWEISS.NS,Edelweiss Financial Services Limited,Financial Services,Financial Conglomerates,21.503485,1.7740823,318.382,0.096820004,0.01361
EDUCOMP.NS,Educomp Solutions Limited,Consumer Defensive,Education & Training Services,,,,,-0.0185
EICHERMOT.NS,Eicher Motors Limited,Consumer Cyclical,Auto Manufacturers,30.591475,6.859544,2.128,0.24452,0.13003
EIDPARRY.NS,E.I.D.- Parry (India) Limited,Basic Materials,Agricultural Inputs,22.209724,2.3061912,15.623,,
EIEL.NS,,Industrials,Engineering & Construction,51.17011,15.074703,81.022,0.50743,0.18101999
EIHAHOTELS.NS,EIH Associated Hotels Limited,Consumer Cyclical,Lodging,30.698557,5.3228884,0.873,,
EIHOTEL.NS,EIH Limited,Consumer Cyclical,Lodging,38.176693,6.448029,4.877,,
EIMCOELECO.NS,Eimco Elecon (India) Limited,Industrials,Farm & Heavy Construction Machinery,25.437895,2.991673,0.191,0.12479,0.068670005
EKC.NS,Everest Kanto Cylinder Limited,Industrials,Specialty Industrial Machinery,18.50668,1.9774069,5.949,,
ELDEHSG.NS,Eldeco Housing and Industries Limited,Real Estate,Real Estate Services,28.471123,2.402645,26.826,0.087139994,0.0344
ELECON.NS,Elecon Engineering Company Limited,Industrials,Specialty Industrial Machinery,38.05433,7.7033253,6.726,0.22412,0.12304
ELECTCAST.NS,Electrosteel Castings Limited,Industrials,Building Products & Equipment,9.710582,1.5755185,35.375,0.17413999,0.08441
ELECTHERM.NS,Electrotherm (India) Limited,Basic Materials,Steel,4.2573876,,,,
ELGIEQUIP.NS,Elgi Equipments Limited,Industrials,Specialty Industrial Machinery,56.692387,10.79607,30.267,0.20577,0.10127
ELGIRUBCO.NS,Elgi Rubber Company Limited,Consumer Cyclical,Auto Parts,47.505974,3.1453443,161.766,,
ELIN.NS,Elin Electronics Limited,Industrials,Electrical Equipment & Parts,59.0625,2.0521173,2.384,,
EMAMILTD.NS,Emami Limited,Consumer Defensive,Household & Personal Products,32.013535,9.428884,2.831,0.30492002,0.14798
EMAMIPAP.NS,Emami Paper Mills Limited,Basic Materials,Paper & Paper Products,10.426874,1.4615552,79.23,0.11407,0.0618
EMAMIREAL.NS,Emami Realty Limited,Real Estate,Real Estate - Development,,,,,
EMBDL.NS,,Real Estate,Real Estate - Development,,1.6299993,7.995,-0.09029,-0.03363
EMCURE.NS,,Healthcare,Drug Manufacturers - Specialty & Generic,46.13402,6.3446727,27.624,0.16485001,0.0806
EMIL.NS,Electronics Mart India Limited,Consumer Cyclical,Specialty Retail,34.772633,4.639737,114.616,,
EMKAY.NS,Emkay Global Financial Services Limited,Financial Services,Capital Markets,13.64195,2.9451823,11.002,0.25254,0.060060002
EMMBI.NS,Emmbi Industries Limited,Consumer Cyclical,Packaging & Containers,23.43412,1.7569072,91.924,,
EMSLIMITED.NS,EMS Limited,Industrials,Engineering & Construction,29.106045,6.263611,8.826,,
EMUDHRA.NS,eMudhra Limited,Technology,Software - Application,93.0715,10.8828,,0.14636,0.08988
ENDURANCE.NS,Endurance Technologies Limited,Consumer Cyclical,Auto Parts,39.2668,5.6975513,14.365,0.15541,0.07383
ENERGYDEV.NS,Energy Development Company Limited,Utilities,Utilities - Regulated Electric,52.81481,1.2620586,150.401,0.02609,0.01801
ENGINERSIN.NS,Engineers India Limited,Industrials,Engineering & Construction,27.920973,4.341415,1.221,0.16288,0.029590001
ENIL.NS,Entertainment Network (India) Limited,Communication Services,Broadcasting,36.14403,1.0857285,24.943,,
ENTERO.NS,Entero Healthcare Solutions Limited,Healthcare,Medical Distribution,87.52901,3.804508,20.591,,
EPACK.NS,EPACK Durable Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",91.92929,4.886023,46.671,,
EPIGRAL.NS,Epigral Limited,Basic Materials,Chemicals,27.12383,5.680628,64.014,0.23216999,0.11254
EPL.NS,EPL Limited,Consumer Cyclical,Packaging & Containers,32.48157,3.8187122,38.29,0.12154,0.07794
EQUIPPP.NS,Equippp Social Impact Technologies Limited,Basic Materials,Agricultural Inputs,,37.847332,29.425,,
EQUITASBNK.NS,Equitas Small Finance Bank Limited,Financial Services,Banks - Regional,11.777979,1.2848535,18.247,0.07846,0.0101
ERIS.NS,Eris Lifesciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,52.335552,6.5635633,86.078,0.13091,0.06705
ESABINDIA.NS,ESAB India Limited,Industrials,Tools & Accessories,54.773262,26.804825,1.226,0.51631,0.25888002
ESAFSFB.NS,ESAF Small Finance Bank,Financial Services,Banks - Regional,70.27273,0.7984713,,,
ESCORTS.NS,Escorts Kubota Limited,Industrials,Farm & Heavy Construction Machinery,29.327362,3.5147586,1.015,0.12642,0.05369
ESSARSHPNG.NS,Essar Shipping Limited,Industrials,Marine Shipping,1.5696517,,,,
ESSENTIA.NS,Integra Essentia Limited,Consumer Defensive,Food Distribution,32.636364,1.8835256,6.885,0.06691,0.0051599997
ESTER.NS,Ester Industries Limited,Basic Materials,Specialty Chemicals,,2.1375875,104.575,-0.11766,-0.01125
ETHOSLTD.NS,Ethos Limited,Consumer Cyclical,Luxury Goods,83.56797,8.203895,19.352,0.113520004,0.06358
EUREKAFORB.NS,Eureka Forbes Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",88.80656,2.5461028,1.823,0.029289998,0.01712
EUROTEXIND.NS,Eurotex Industries and Exports Limited,Real Estate,Real Estate - Development,,,,,-0.07117
EVEREADY.NS,Eveready Industries India Limited,Industrials,Electrical Equipment & Parts,38.111755,7.435811,79.266,,
EVERESTIND.NS,Everest Industries Limited,Industrials,Building Products & Equipment,117.322235,2.034269,49.791,0.01762,0.00721
EXCEL.NS,Excel Realty N Infra Limited,Industrials,Conglomerates,61.000004,0.7736208,0.251,0.0129700005,-0.00834
EXCELINDUS.NS,Excel Industries Limited,Basic Materials,Specialty Chemicals,21.39554,1.1411825,0.125,,
EXICOM.NS,Exicom Tele-Systems Limited,Industrials,Electrical Equipment & Parts,81.730774,4.2699976,,,
EXIDEIND.NS,Exide Industries Limited,Consumer Cyclical,Auto Parts,42.309643,2.5631328,13.489,0.06388,0.041890003
EXPLEOSOL.NS,Expleo Solutions Limited,Technology,Information Technology Services,20.589869,3.6741757,4.263,,
EXXARO.NS,Exxaro Tiles Limited,Industrials,Building Products & Equipment,,0.14566796,35.215,,
FACT.NS,The Fertilisers and Chemicals Travancore Limited,Basic Materials,Agricultural Inputs,,46.846462,138.861,-0.05037,0.0031400002
FAIRCHEMOR.NS,Fairchem Organics Limited,Basic Materials,Specialty Chemicals,39.80883,5.7514133,2.524,,
FAZE3Q.NS,Faze Three Limited,Consumer Cyclical,Textile Manufacturing,29.307898,2.7729862,44.575,,
FCL.NS,Fineotex Chemical Limited,Basic Materials,Specialty Chemicals,29.705349,8.117382,1.144,,
FCONSUMER.NS,Future Consumer Limited,Consumer Defensive,Packaged Foods,,,,,
FCSSOFT.NS,FCS Software Solutions Limited,Technology,Information Technology Services,,1.348225,,,
FDC.NS,FDC Limited,Healthcare,Drug Manufacturers - Specialty & Generic,25.120762,1.7344518,0.878,0.14848,0.07746
FEDERALBNK.NS,The Federal Bank Limited,Financial Services,Banks - Regional,11.769415,1.4821781,,0.13948,0.01316
FEDFINA.NS,Fedbank Financial Services Limited,Financial Services,Credit Services,14.415406,1.6183078,415.97,0.1374,0.023559999
FIBERWEB.NS,Fiberweb (India) Limited,Consumer Cyclical,Textile Manufacturing,15.117794,1.0352343,4.727,0.07102,0.03809
FIEMIND.NS,Fiem Industries Limited,Consumer Cyclical,Auto Parts,21.553019,4.5117054,2.606,,
FILATEX.NS,Filatex India Limited,Consumer Cyclical,Textile Manufacturing,24.111538,2.3108964,19.338,,
FILATFASH.NS,Filatex Fashions Limited,Consumer Cyclical,Apparel Manufacturing,,0.30763665,2.27,,
FINCABLES.NS,Finolex Cables Limited,Industrials,Electrical Equipment & Parts,25.186926,3.3927631,0.358,0.14276,0.054759998
FINEORG.NS,Fine Organic Industries Limited,Basic Materials,Specialty Chemicals,32.588894,6.7479396,0.17,0.22929001,0.14786
FINOPB.NS,Fino Payments Bank Limited,Financial Services,Banks - Regional,28.937502,3.90449,,0.14558,0.02841
FINPIPE.NS,Finolex Industries Limited,Industrials,Building Products & Equipment,18.469545,2.1750183,5.437,0.12934,0.035720002
FIRSTCRY.NS,,Consumer Cyclical,Internet Retail,,7.916795,37.52,,
FIVESTAR.NS,Five-Star Business Finance Limited,Financial Services,Credit Services,23.260077,3.9217942,120.21,0.18591999,0.08643
FLAIR.NS,,Industrials,Business Equipment & Supplies,28.154205,3.5319843,7.66,,
FLEXITUFF.NS,Flexituff Ventures International Limited,Consumer Cyclical,Textile Manufacturing,0.56025714,,,,
FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,Basic Materials,Specialty Chemicals,117.05076,7.815504,35.494,0.068959996,0.04244
FMGOETZE.NS,Federal-Mogul Goetze (India) Limited,Consumer Cyclical,Auto Parts,15.961848,1.9914321,0.665,,
FMNL.NS,Future Market Networks Limited,Real Estate,Real Estate Services,1.5252264,6.0788865,583.376,,
FOODSIN.NS,Foods and Inns Limited,Consumer Defensive,Packaged Foods,27.6089,1.6794404,92.141,0.06236,0.04385
FORCEMOT.NS,Force Motors Limited,Consumer Cyclical,Auto Manufacturers,18.364529,3.4163764,8.946,0.20763001,0.114350006
FORTIS.NS,Fortis Healthcare Limited,Healthcare,Medical Care Facilities,78.21429,6.5240583,13.592,0.08186,0.05057
FOSECOIND.NS,Foseco India Limited,Basic Materials,Chemicals,37.589745,9.146534,0.667,0.23401,0.10767
FSL.NS,Firstsource Solutions Limited,Technology,Information Technology Services,46.655712,6.262567,57.758,0.14155,0.0708
FUSION.NS,Fusion Finance Limited,Financial Services,Credit Services,,0.6130502,302.509,,
GABRIEL.NS,Gabriel India Limited,Consumer Cyclical,Auto Parts,32.93797,6.3919573,7.503,0.20887,0.09721
GAEL.NS,Gujarat Ambuja Exports Limited,Consumer Defensive,Packaged Foods,16.775816,1.955186,5.795,0.123430006,0.06402
GAIL.NS,GAIL (India) Limited,Utilities,Utilities - Regulated Gas,11.039841,1.5204985,23.366,0.14696,0.06624
GALAPREC.NS,,Industrials,Specialty Industrial Machinery,57.212395,10.605622,54.109,,
GALAXYSURF.NS,Galaxy Surfactants Limited,Basic Materials,Specialty Chemicals,28.912947,3.99337,6.584,0.14575,0.07688
GALLANTT.NS,Gallantt Ispat Limited,Basic Materials,Steel,26.748861,3.2438376,15.539,0.12917,0.09382
GANDHAR.NS,Gandhar Oil Refinery (India) Limited,Energy,Oil & Gas Refining & Marketing,16.812159,1.701614,17.853,,
GANDHITUBE.NS,Gandhi Special Tubes Limited,Industrials,Metal Fabrication,16.737358,4.084114,0.108,0.26728,0.16628
GANECOS.NS,Ganesha Ecosphere Limited,Consumer Cyclical,Textile Manufacturing,60.09905,5.042943,37.904,,
GANESHBE.NS,Ganesh Benzoplast Limited,Basic Materials,Specialty Chemicals,15.49217,1.9876864,11.196,,
GANESHHOUC.NS,Ganesh Housing Corporation Limited,Real Estate,Real Estate - Development,20.070421,7.2886844,2.408,0.36334,0.24382
GANGAFORGE.NS,Ganga Forging Limited,Industrials,Metal Fabrication,176.5,3.0378659,28.578,0.025799999,0.02207
GANGESSECU.NS,Ganges Securities Limited,Consumer Defensive,Packaged Foods,34.20211,0.35706162,0.023,,
GARFIBRES.NS,Garware Technical Fibres Limited,Consumer Cyclical,Textile Manufacturing,38.285164,7.0666842,9.977,,
GATECH.NS,GACM Technologies Limited,Financial Services,Asset Management,26.0,0.7492795,11.911,0.051209997,0.03644
GATECHDVR.NS,GACM Technologies Limited,Financial Services,Asset Management,32.0,0.9221902,11.911,0.051209997,0.03644
GATEWAY.NS,Gateway Distriparks Limited,Industrials,Integrated Freight & Logistics,17.51641,2.0197816,24.085,0.11941,0.063379996
GAYAHWS.NS,Gayatri Highways Limited,Industrials,Infrastructure Operations,,,,,0.00238
GEECEE.NS,GeeCee Ventures Limited,Real Estate,Real Estate - Development,17.907698,1.4024037,,,
GEEKAYWIRE.NS,Geekay Wires Limited,Industrials,Electrical Equipment & Parts,,4.153014,81.929,0.36535,0.15183
GENCON.NS,Generic Engineering Construction and Projects Limited,Industrials,Engineering & Construction,22.554403,0.85354614,25.745,0.04329,0.03121
GENESYS.NS,Genesys International Corporation Limited,Technology,Software - Application,82.19928,7.198277,14.352,0.10263,0.07457
GENSOL.NS,Gensol Engineering Limited,Technology,Solar,32.410133,4.820507,228.07,0.15987,0.0783
GENUSPAPER.NS,Genus Paper & Boards Limited,Basic Materials,Paper & Paper Products,221.59999,1.2046098,69.601,,
GENUSPOWER.NS,Genus Power Infrastructures Limited,Industrials,Electrical Equipment & Parts,72.17433,6.189522,69.599,0.10225,0.04506
GEOJITFSL.NS,Geojit Financial Services Limited,Financial Services,Capital Markets,16.214993,3.0621295,50.905,0.21447,0.10092
GEPIL.NS,GE Power India Limited,Industrials,Engineering & Construction,,20.858107,27.584,-0.28318,-0.03085
GESHIP.NS,The Great Eastern Shipping Company Limited,Industrials,Marine Shipping,4.80467,1.0054094,20.654,0.2297,0.089490004
GFLLIMITED.NS,GFL Limited,Communication Services,Entertainment,,0.3860046,,,
GFSTEELS.NS,Grand Foundry Limited,Basic Materials,Steel,,,,,
GHCL.NS,GHCL Limited,Basic Materials,Chemicals,11.757315,1.9629937,5.587,0.17909001,0.10982
GHCLTEXTIL.NS,GHCL Textiles Limited,Consumer Cyclical,Textile Manufacturing,21.62069,0.7222034,0.994,,
GICHSGFIN.NS,GIC Housing Finance Limited,Financial Services,Mortgage Finance,6.599673,0.59465444,469.393,,
GICRE.NS,General Insurance Corporation of India,Financial Services,Insurance - Reinsurance,11.585101,0.9838485,,0.08677,0.02646
GILLANDERS.NS,Gillanders Arbuthnot and Company Limited,Consumer Defensive,Farm Products,,1.2220457,48.359,-0.14039999,0.00141
GILLETTE.NS,Gillette India Limited,Consumer Defensive,Household & Personal Products,65.65178,30.480955,0.005,,
GINNIFILA.NS,Ginni Filaments Limited,Consumer Cyclical,Textile Manufacturing,,1.3984599,40.197,,
GIPCL.NS,Gujarat Industries Power Company Limited,Utilities,Utilities - Regulated Electric,16.526686,1.0768491,18.588,,
GKWLIMITED.NS,GKW Limited,Industrials,Specialty Business Services,129.60384,0.633518,0.001,,
GLAND.NS,Gland Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,42.01905,3.3071914,3.717,0.08091,0.05274
GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,Healthcare,Drug Manufacturers - General,57.312325,23.489433,0.884,0.42029,0.17087
GLENMARK.NS,Glenmark Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,,5.575492,15.686,,
GLFL.NS,Gujarat Lease Financing Limited,Financial Services,Shell Companies,150.0,,,,0.01242
GLOBAL.NS,Global Education Limited,Consumer Defensive,Education & Training Services,11.234177,1.380061,,0.34614,0.23070998
GLOBALE.NS,Globale Tessile Limited,,,103.413795,,,,
GLOBALVECT.NS,Global Vectra Helicorp Limited,Industrials,Airports & Air Services,,18.296206,2371.928,,
GLOBE.NS,Globe Textiles (India) Limited,Consumer Cyclical,Textile Manufacturing,13.78125,1.096742,124.837,0.094919994,0.0309
GLOBUSSPR.NS,Globus Spirits Limited,Consumer Defensive,Beverages - Wineries & Distilleries,42.4941,2.6635253,33.762,,
GLOSTERLTD.NS,Gloster Limited,Consumer Cyclical,Textile Manufacturing,,0.6771516,17.434,,
GLS.NS,Alivus Life Sciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,28.850508,4.796838,0.629,0.1718,0.11428001
GMBREW.NS,G.M. Breweries Limited,Consumer Defensive,Beverages - Wineries & Distilleries,12.691038,2.155084,,0.19864,0.07348
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,Energy,Thermal Coal,16.321321,1.6742911,0.046,0.10585,0.05284
GMMPFAUDLR.NS,GMM Pfaudler Limited,Industrials,Specialty Industrial Machinery,52.519737,5.222676,90.392,0.098929994,0.04782
GMRAIRPORT.NS,GMR Airports Limited,Industrials,Airports & Air Services,,,,,0.02073
GMRP&UI.NS,GMR Power And Urban Infra Limited,Energy,Thermal Coal,3.9682033,8.865997,1174.798,,0.0531
GNA.NS,G N A Axles Limited,Consumer Cyclical,Auto Parts,18.509443,2.0827746,29.842,0.117639996,0.06525
GNFC.NS,Gujarat Narmada Valley Fertilizers & Chemicals Limited,Basic Materials,Chemicals,19.188162,1.0261738,0.036,,
GOACARBON.NS,Goa Carbon Limited,Basic Materials,Specialty Chemicals,17.425829,2.5837467,134.792,,
GOCLCORP.NS,GOCL Corporation Limited,Basic Materials,Specialty Chemicals,29.028776,1.2436644,84.833,0.043709997,-0.01166
GOCOLORS.NS,Go Fashion (India) Limited,Consumer Cyclical,Apparel Retail,60.728703,7.934761,75.478,0.14057,0.078839995
GODAVARIB.NS,,Basic Materials,Chemicals,134.875,2.711714,146.359,0.02484,0.024820002
GODFRYPHLP.NS,Godfrey Phillips India Limited,Consumer Defensive,Tobacco,29.485582,6.3059993,8.149,,
GODHA.NS,Godha Cabcon & Insulation Limited,Industrials,Electrical Equipment & Parts,14.25,1.1089494,2.795,,
GODIGIT.NS,,Financial Services,Insurance - Property & Casualty,195.32738,6.486716,7.501,,
GODREJAGRO.NS,Godrej Agrovet Limited,Consumer Defensive,Farm Products,35.353855,5.9180794,72.939,0.13902001,0.05899
GODREJCP.NS,Godrej Consumer Products Limited,Consumer Defensive,Household & Personal Products,,9.0306225,31.458,-0.02776,0.09312
GODREJIND.NS,Godrej Industries Limited,Industrials,Conglomerates,93.86896,4.7320385,191.784,,
GODREJPROP.NS,Godrej Properties Limited,Real Estate,Real Estate - Development,57.771107,7.39716,122.227,0.13526,-0.0008
GOENKA.NS,Goenka Diamond and Jewels Limited,Consumer Cyclical,Luxury Goods,,0.15274273,,-0.01234,
GOKEX.NS,Gokaldas Exports Limited,Consumer Cyclical,Apparel Manufacturing,60.158443,5.684072,62.327,,
GOKUL.NS,Gokul Refoils & Solvent Limited,Consumer Defensive,Packaged Foods,53.85345,1.8743438,101.451,,
GOKULAGRO.NS,Gokul Agro Resources Limited,Consumer Defensive,Packaged Foods,24.927168,6.422165,76.76,,
GOLDIAM.NS,Goldiam International Limited,Consumer Cyclical,Luxury Goods,46.08032,6.5068765,0.673,0.14837,0.102180004
GOLDTECH.NS,AION-TECH Solutions Limited,Technology,Information Technology Services,34.50655,4.0742455,23.127,,
GOODLUCK.NS,Goodluck India Limited,Basic Materials,Steel,18.9388,2.60893,53.18,,
GOPAL.NS,Gopal Snacks Limited,Consumer Defensive,Packaged Foods,50.064022,10.972359,1.349,0.24610001,0.16623
GOYALALUM.NS,Goyal Aluminiums Limited,Basic Materials,Aluminum,63.176468,7.6659527,7.82,,
GPIL.NS,Godawari Power & Ispat Limited,Basic Materials,Steel,14.991602,2.9005659,0.744,0.20688999,0.14054
GPPL.NS,Gujarat Pipavav Port Limited,Industrials,Marine Shipping,23.934124,3.7907434,2.81,0.15873,0.10396
GPTHEALTH.NS,GPT Healthcare Limited,Healthcare,Medical Care Facilities,30.64628,6.9632325,13.979,,
GPTINFRA.NS,GPT Infraprojects Limited,Industrials,Engineering & Construction,25.132618,5.3911505,64.05,,
GRANULES.NS,Granules India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,29.218128,4.150925,32.014,0.15237,0.08904
GRAPHITE.NS,Graphite India Limited,Industrials,Electrical Equipment & Parts,23.442863,1.871631,4.111,,
GRASIM.NS,Grasim Industries Limited,Basic Materials,Building Materials,37.320133,1.9332227,100.1,,
GRAVITA.NS,Gravita India Limited,Industrials,Metal Fabrication,59.53301,16.94637,59.404,0.33426,0.12607001
GREAVESCOT.NS,Greaves Cotton Limited,Industrials,Specialty Industrial Machinery,71.44548,3.694325,4.823,,
GREENLAM.NS,Greenlam Industries Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",57.793026,6.306535,111.065,0.112799995,0.045560002
GREENPANEL.NS,Greenpanel Industries Limited,Basic Materials,Lumber & Wood Production,44.75217,3.2749941,23.825,0.07556,0.0354
GREENPLY.NS,Greenply Industries Limited,Basic Materials,Lumber & Wood Production,35.538116,5.1963806,59.963,0.15767999,0.06003
GREENPOWER.NS,Orient Green Power Company Limited,Utilities,Utilities - Independent Power Producers,63.40741,2.1304133,96.442,,
GRINDWELL.NS,Grindwell Norton Limited,Industrials,Building Products & Equipment,59.01564,10.756729,3.873,0.19117,0.10078
GRINFRA.NS,G R Infraprojects Limited,Industrials,Engineering & Construction,12.685162,1.8286351,54.216,0.15533,0.06707
GRMOVER.NS,GRM Overseas Limited,Consumer Defensive,Packaged Foods,18.45143,3.515387,118.161,,
GROBTEA.NS,The Grob Tea Company Limited,Consumer Defensive,Farm Products,52.533195,1.8703954,11.887,,
GRPLTD.NS,GRP Limited,Consumer Cyclical,Auto Parts,72.415405,9.9253435,67.882,,
GRSE.NS,Garden Reach Shipbuilders & Engineers Limited,Industrials,Aerospace & Defense,46.29123,10.662897,3.924,,
GRWRHITECH.NS,Garware Hi-Tech Films Limited,Basic Materials,Specialty Chemicals,38.044384,5.7069817,0.974,,
GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,Basic Materials,Agricultural Inputs,15.173324,0.6304205,0.04,,
GSLSU.NS,Global Surfaces Limited,Basic Materials,Building Materials,116.37241,2.163805,43.501,,
GSPL.NS,Gujarat State Petronet Limited,Utilities,Utilities - Regulated Gas,13.334566,1.8195577,0.914,0.15018,0.08519
GSS.NS,GSS Infotech Limited,Technology,Information Technology Services,15.656331,0.45350102,0.392,,
GTECJAINX.NS,G-Tec Jainx Education Limited,Consumer Defensive,Education & Training Services,,7.911923,10.542,,
GTL.NS,GTL Limited,Communication Services,Telecom Services,1.2201746,,,,
GTLINFRA.NS,GTL Infrastructure Limited,Technology,Communication Equipment,,,,,
GTPL.NS,GTPL Hathway Limited,Communication Services,Entertainment,23.892607,1.224488,25.512,0.05533,0.01856
GUFICBIO.NS,Gufic Biosciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,50.85596,8.110678,62.512,,
GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited,Basic Materials,Chemicals,,0.86873406,9.746,-0.03677,-0.016280001
GUJAPOLLO.NS,Gujarat Apollo Industries Limited,Industrials,Specialty Industrial Machinery,34.24195,0.80645156,4.491,,
GUJGASLTD.NS,Gujarat Gas Limited,Utilities,Utilities - Regulated Gas,27.044468,4.3091307,1.83,0.16878,0.082559995
